year,month,a,b,total_precip,huff_type,station,a/b,log_ab
2003,5,1.6483629680942626,1.5875026578355569,49.5,Q2,Andong,1.0383371391274925,0.9619447808767758
2003,6,0.5272640433881419,0.8291788527755278,31.0,Q1,Andong,0.635886988221202,-0.8273732267286912
2003,6,0.9417334757103059,1.1372715137595655,14.0,Q1,Andong,0.8280638917940936,0.06859900571251841
2003,6,2.1135797553957913,3.11025459148429,24.9,Q2,Andong,0.6795520087592377,1.8830876615371637
2003,6,1.1854697470306088,1.983639272928998,70.5,Q1,Andong,0.5976236522481078,0.855072281284936
2003,7,2.1054078516293475,5.427033225478931,59.9,Q2,Andong,0.38794821482662784,2.4359018194273903
2003,7,0.30221615898153126,0.32005892430079996,17.5,Q1,Andong,0.944251623796312,-2.335862921122791
2003,7,2.113375219934116,2.0862170244176736,16.0,Q2,Andong,1.0130179148183411,1.483638689460791
2003,7,0.4162684458004828,0.77307673227275,55.5,Q1,Andong,0.5384568289575926,-1.133801894201787
2003,7,1.6395114287272368,1.9454298323872043,43.5,Q2,Andong,0.8427502248772549,1.1598812343098641
2003,7,1.986357160715698,1.891504749816786,29.0,Q3,Andong,1.0501465359302427,1.3236750649117233
2003,7,2.16963982771739,1.1533841295289062,35.0,Q4,Andong,1.8811077525434374,0.917261518141874
2003,7,1.8721204337271125,2.5922016003914043,61.9,Q2,Andong,0.7222125136580563,1.5795792636362416
2003,7,2.2645027878787856,3.1569159907492708,33.0,Q2,Andong,0.7173148713853873,1.9669508138894651
2003,8,2.213771370305118,3.16877013728984,11.0,Q2,Andong,0.6986216337542535,1.9480411068097858
2003,8,1.2809260877453532,1.041570330005798,78.9,Q2,Andong,1.2298027803251874,0.2883128294272407
2003,8,1.2041094929536043,1.0571639553923409,103.4,Q3,Andong,1.138999761400991,0.24133009250233584
2003,8,3.1263161165544906,2.821572882163913,13.0,Q3,Andong,1.1080047360523484,2.1771498409164862
2003,8,1.5323981949194434,1.2859615658738295,14.0,Q3,Andong,1.1916360765246952,0.6783406947012351
2003,8,1.8642892322517872,1.921292859524567,23.0,Q3,Andong,0.9703305891185763,1.2758781955105774
2003,9,0.4601357930765083,1.891896767850449,17.0,Q1,Andong,0.24321400664969114,-0.13865372402820506
2003,9,1.7112060654437493,1.7169993735903124,48.0,Q2,Andong,0.9966259113220006,1.0777766404227629
2003,9,4.094659575880221,5.334062502630874,56.0,Q2,Andong,0.7676437188091904,3.08379672566596
2004,4,1.4588230398540325,2.2301987319764507,20.0,Q2,Andong,0.6541224416181027,1.1797206725102647
2004,4,0.9663243239067995,1.3050268345451213,34.5,Q1,Andong,0.7404631830759407,0.23196784134966572
2004,5,2.803343760248119,2.0403561339887544,27.0,Q3,Andong,1.3739482600852513,1.7439372728843088
2004,5,0.960510454321527,1.5143131148984712,13.0,Q1,Andong,0.634287879350451,0.3746715340598924
2004,5,1.4050600401003797,1.26566756931391,15.0,Q2,Andong,1.1101335565246657,0.5756797408007855
2004,6,1.4125696299317143,1.0427668912444354,27.5,Q4,Andong,1.35463605700595,0.38728813106203125
2004,6,0.5148460616474005,1.2184037730449178,13.0,Q1,Andong,0.4225578359469018,-0.4663457131081875
2004,6,2.2846047296003875,1.6594232684858947,96.5,Q3,Andong,1.3767462304448257,1.3326631379031535
2004,6,0.43318720141573847,0.997860333853663,37.0,Q1,Andong,0.4341160648633075,-0.8387272670791889
2004,6,1.7750588075779874,2.352670036811348,53.0,Q3,Andong,0.7544869360362083,1.4293844224709655
2004,7,0.8355210007537536,2.909261308747549,15.0,Q1,Andong,0.2871935216824677,0.8881994074573722
2004,7,1.4143652318394526,1.8138270826681675,17.0,Q2,Andong,0.7797685045913526,0.9421198544097868
2004,7,0.7437941972897102,0.7483624623295644,21.0,Q1,Andong,0.9938956518133824,-0.5858587420300022
2004,7,3.478515814097991,1.7820726886451779,27.9,Q3,Andong,1.9519494554077563,1.824382831314061
2004,8,1.5508565603660238,1.6286819725128234,137.0,Q2,Andong,0.9522157097209555,0.9265784797844534
2004,8,1.9756689745696954,1.3695856863676725,50.0,Q3,Andong,1.4425303902010236,0.9954153376936336
2004,9,0.5284201158752256,1.1603937357915446,25.0,Q1,Andong,0.45538001419386503,-0.48910426271818846
2004,9,2.2792879465654488,1.8077794538103524,21.0,Q3,Andong,1.2608219115231523,1.415962361068713
2004,9,0.8731669911633122,1.291896248581541,20.5,Q3,Andong,0.6758801197248002,0.12048264201041689
2004,9,2.669270211292331,4.407467685865814,32.0,Q2,Andong,0.6056244541173472,2.4651054095856475
2005,4,0.9941130726464499,1.4892168656930185,16.0,Q1,Andong,0.6675408367631075,0.3923460646723937
2005,4,0.5887577344329782,0.7128915298297668,26.5,Q1,Andong,0.825872814863671,-0.8681664989138104
2005,5,0.7728945396657422,1.3418345134646783,10.9,Q1,Andong,0.5759984051014555,0.036425047951137934
2005,5,1.3133572650468262,1.7373431496962146,23.0,Q2,Andong,0.7559573163634801,0.8249436774183567
2005,6,1.8472341389551132,2.2461179492319516,52.0,Q2,Andong,0.8224119038747566,1.422892830527231
2005,7,7.150965241313562,3.6962780049588555,40.5,Q3,Andong,1.9346394485804272,3.2745737151221337
2005,7,0.6635938593622303,0.7473225588979314,28.5,Q2,Andong,0.8879617662563606,-0.7013433555285271
2005,7,1.607249037339961,1.6695505233339984,18.5,Q2,Andong,0.9626836773590866,0.9870784875886683
2005,7,2.6224960783511406,3.6427778043449583,74.5,Q2,Andong,0.7199165634596579,2.256873089574024
2005,7,1.2620062439876214,1.3824378192384144,19.0,Q3,Andong,0.9128846349724874,0.5565511881591502
2005,8,0.7537250292954569,1.1586586502941427,52.5,Q1,Andong,0.650515170368868,-0.1354646600263849
2005,8,0.2915450074282318,0.6610100638186249,23.0,Q1,Andong,0.44105986184838036,-1.6465470998039191
2005,8,1.6301075817363293,1.600353209771858,15.0,Q3,Andong,1.0185923780967785,0.958870374696032
2005,9,0.9648461145157189,0.7184602194453518,13.5,Q4,Andong,1.3429360295836226,-0.3664315982946641
2005,9,1.6536897225930505,1.0859552281764062,32.5,Q4,Andong,1.5227973305768914,0.5854689811644385
2006,4,0.6746774140624894,1.3957752102653083,15.0,Q1,Andong,0.48337111097871344,-0.0600706402261048
2006,4,0.9612353636866037,1.0243434300409275,37.5,Q2,Andong,0.9383916912008676,-0.015484133322980535
2006,4,1.1040889278548094,1.9097337384557929,10.5,Q1,Andong,0.5781376249589504,0.7459843235950613
2006,4,1.4291431302089321,3.7589230853548403,18.0,Q1,Andong,0.3802001524790502,1.6812075579380403
2006,5,0.9062494372769664,1.0746977794601749,44.9,Q1,Andong,0.8432598025206484,-0.026401207081425185
2006,5,0.8831351046085283,1.1118115639372166,16.5,Q1,Andong,0.7943208482929562,-0.018286359152823662
2006,5,2.2939565832133684,2.2669105206627687,22.0,Q3,Andong,1.0119308028720482,1.6486959926642242
2006,6,1.4173075179351,1.1918947362370267,28.5,Q3,Andong,1.1891213836632353,0.5243032138007365
2006,7,1.9483790093158322,2.7042121514780653,11.0,Q2,Andong,0.7204978382524053,1.6618083630890517
2006,7,2.251921613974638,1.3884322367515016,75.4,Q3,Andong,1.6219168313488832,1.1399591257479647
2006,7,2.1139106709073077,2.0500102257354755,104.0,Q3,Andong,1.03117079337929,1.4663844118999523
2006,7,3.3490871026472235,2.299271335900597,36.0,Q3,Andong,1.456586289036403,2.0412800642898756
2006,7,1.1674166477665429,1.7287888018136197,29.0,Q2,Andong,0.6752800842658406,0.702214362992717
2006,7,0.8880177007355984,1.577562413888261,54.5,Q1,Andong,0.5629049557201842,0.3371172767866056
2006,7,1.5287237309999075,1.1250017317488088,70.4,Q3,Andong,1.358863446924224,0.5422177995393171
2006,7,1.5745060484827917,1.6395125386558072,17.0,Q3,Andong,0.9603501109992654,0.9483405682044476
2006,9,1.8952621400288376,1.2697930847224619,10.0,Q3,Andong,1.4925755722185905,0.8782111232177079
2006,9,2.9445632403222697,4.816019296274691,20.0,Q2,Andong,0.6114101832191499,2.6519082153119644
2006,10,0.9419230986337847,0.8997963925676616,21.5,Q3,Andong,1.046818042852906,-0.16541841574024083
2007,5,1.2400982983903694,1.3400859633778948,45.5,Q2,Andong,0.9253871261098124,0.507924413050206
2007,5,1.5490497799964609,2.73399014643198,41.0,Q2,Andong,0.5665893792697326,1.4434038319889593
2007,6,3.1245390837728517,4.382726343270052,50.7,Q2,Andong,0.7129213277417549,2.61695776266383
2007,6,0.8108392438425062,0.7623683189786403,55.0,Q4,Andong,1.0635794059868637,-0.48101094602692823
2007,7,2.01770454692101,2.055779201782044,34.5,Q3,Andong,0.9814792100104771,1.4226154520494518
2007,7,1.1059818830241765,1.9034230747721317,43.0,Q2,Andong,0.5810488995761383,0.7443874058427272
2007,8,0.7571500964184257,0.955762553819085,71.5,Q1,Andong,0.7921947699174512,-0.323439538682652
2007,8,0.5635827152873256,0.9682931382191422,21.5,Q1,Andong,0.5820372912317144,-0.6056615766423606
2007,9,2.7499765291964575,1.9271597082632006,85.5,Q3,Andong,1.426958293806795,1.6676396420255912
2007,9,2.5577436647824436,1.8276492427011708,40.5,Q3,Andong,1.3994718488774307,1.542156063162706
2007,9,0.4674759768078637,1.8644393129791477,15.0,Q1,Andong,0.25073273962502635,-0.13744694665770232
2007,9,1.6067037753387219,2.3731401941386228,37.5,Q2,Andong,0.6770370243220739,1.3383987903816854
2007,9,0.7551567149865634,1.5241190156391164,23.5,Q1,Andong,0.4954709620691267,0.1405865667125888
2007,9,4.830688773758873,4.409775435007941,42.0,Q3,Andong,1.095450062016633,3.0588128271556
2008,3,0.6771476481109292,0.931942906568188,16.9,Q1,Andong,0.7265977811929233,-0.4603496633240195
2008,4,0.6715198864537669,1.452840670963972,11.0,Q1,Andong,0.4622116518862373,-0.024690925130625655
2008,5,0.31515166688078555,0.75046315487397,28.2,Q1,Andong,0.41994289104534516,-1.4417659970897014
2008,5,1.1216638029900678,1.4678088864044192,16.5,Q2,Andong,0.7641756453305873,0.49858385671473615
2008,6,1.9097017182975353,1.9611076169163186,15.0,Q2,Andong,0.9737873137734201,1.3204564857314818
2008,6,0.6576297447321967,0.9033581422077017,26.4,Q1,Andong,0.7279834143355662,-0.5207493944611824
2008,6,4.868776145489981,3.5685707263198094,44.0,Q3,Andong,1.3643490682643822,2.855007759538845
2008,6,0.829628296744774,1.901351408862412,10.4,Q1,Andong,0.4363361201289691,0.4557873874167324
2008,7,2.350804416506317,6.744446329453022,71.0,Q1,Andong,0.348554099428495,2.7634769746991754
2008,8,0.6044606451482254,0.8481362809124225,40.5,Q1,Andong,0.712692828678368,-0.6681326616719621
2008,8,0.9036510895428483,1.0895620338014236,36.0,Q3,Andong,0.8293709412671604,-0.015536144343538952
2008,10,1.5329403572396116,1.180358128233954,30.5,Q3,Andong,1.2987078417744193,0.5930055841571586
2009,4,0.7589431489197516,1.44356764681292,15.9,Q1,Andong,0.5257413122241491,0.09128917507211348
2009,5,3.196386374042297,2.9351592282775534,17.5,Q3,Andong,1.0889993099004855,2.238782616952637
2009,5,1.6779711808246462,1.9311554181281427,31.9,Q2,Andong,0.8688949450019375,1.1757039192129939
2009,5,2.058765159946069,2.011541449759956,58.4,Q2,Andong,1.023476379366554,1.42100768473658
2009,6,0.7343771198448878,1.4653476811293444,22.5,Q1,Andong,0.5011623721128783,0.073359944258387
2009,7,4.429094076311104,2.8789468861917094,52.0,Q3,Andong,1.538442441419939,2.5456196284574024
2009,7,1.8770494239813078,2.3558018845080886,44.0,Q3,Andong,0.7967772826420213,1.486582261113843
2009,7,7.831576595807436,3.462106127100575,61.0,Q3,Andong,2.2620844966315867,3.300040954103002
2009,7,14.586217184290662,11.510320536209038,55.8,Q3,Andong,1.267229451899754,5.123321125209308
2009,7,0.6146029283048376,1.8621051720649884,129.5,Q1,Andong,0.33005811783620764,0.13492879591897158
2009,8,1.9568560159095119,3.588436296792324,73.0,Q2,Andong,0.5453227684879709,1.9490556475105418
2009,9,3.359392954072348,2.3197806194271573,65.9,Q3,Andong,1.4481511423704845,2.0532329098370985
2010,4,1.8560998683748045,1.7179080366575425,13.0,Q2,Andong,1.0804419263246103,1.1595847341343621
2010,4,0.9737239795143251,1.8235349788083215,13.0,Q1,Andong,0.5339760360125655,0.5741495092284316
2010,5,1.0583570982856125,1.909444456245365,30.0,Q1,Andong,0.5542748807507668,0.7035301376433215
2010,5,1.7144884405157967,1.4436656474151603,36.9,Q3,Andong,1.1875938473603886,0.9063002182567412
2010,5,0.6681835014887176,0.7797018277568751,11.5,Q1,Andong,0.8569731116457882,-0.6520361448316607
2010,5,0.35228812263884235,1.388115387791358,10.0,Q1,Andong,0.2537887885526368,-0.715358916929401
2010,7,0.6549341788946618,0.8243325425117916,34.0,Q1,Andong,0.7945023945057869,-0.616401798109611
2010,8,1.9648745980493003,1.421494301212059,21.5,Q3,Andong,1.382259919279254,1.0271370686029595
2010,8,0.6934200204905648,0.6917368900116472,32.5,Q4,Andong,1.0024331946195457,-0.7346689856280834
2010,8,1.16984437376391,0.9790341706734911,16.0,Q3,Andong,1.1948963670585244,0.13568199267493372
2010,9,0.8175757334609041,1.824580226926362,17.5,Q1,Andong,0.44808976957849084,0.3999382077519713
2010,9,1.8264323146916095,2.0527607220333732,16.5,Q3,Andong,0.8897443794045451,1.3215500900309654
2010,9,1.0083619838155138,3.2547857271904674,11.3,Q1,Andong,0.3098090222627135,1.1884536607859573
2010,9,0.7697332453978596,1.5215683986901616,10.5,Q1,Andong,0.5058814615632676,0.15803038541449968
2010,10,1.5824645572482723,2.5921233517259505,13.0,Q2,Andong,0.6104896806683977,1.4114608448599613
2011,4,1.2385024510832416,1.8224515610714604,29.0,Q2,Andong,0.6795804495100534,0.8140855552795964
2011,4,0.8363603515740592,1.9613234058360776,21.5,Q1,Andong,0.42642653887951415,0.4949237362350335
2011,5,0.911133983793013,2.004898212987086,33.0,Q1,Andong,0.45445398568913875,0.6025279736618305
2011,5,0.9986391854171204,0.948342704077927,71.0,Q4,Andong,1.0530361873644578,-0.054401081193278515
2011,5,0.5462267847748624,0.9760341416683407,15.5,Q1,Andong,0.5596390141037422,-0.6289787447067539
2011,6,1.2202101022638585,1.970916920258807,150.5,Q2,Andong,0.6191078323603966,0.8775219351094667
2011,6,0.715196933273634,0.957705649637697,48.0,Q1,Andong,0.7467815748442073,-0.3784121463596512
2011,7,1.0972812891924382,0.991391598532999,17.0,Q2,Andong,1.10680914667436,0.08418989741210613
2011,7,1.7400160189121694,1.5686536220359941,35.3,Q2,Andong,1.1092417054147108,1.004112005313747
2011,7,1.0480224224284833,1.2016758956818077,73.5,Q1,Andong,0.8721340140003854,0.2306221433353429
2011,8,0.551567426616982,0.7519912385384818,34.5,Q1,Andong,0.7334758682680537,-0.8800217933300505
2011,10,2.1684844776396637,1.8561346229065874,46.4,Q3,Andong,1.1682797416083734,1.392524691785406
2012,4,0.9047597909694292,1.2948969431136492,36.4,Q1,Andong,0.6987118131531654,0.15834531652091755
2012,4,2.714583837957425,2.5354203800459234,22.5,Q3,Andong,1.0706642020082904,1.9289981128043232
2012,5,0.6529736963658618,1.2952686793552621,22.0,Q1,Andong,0.5041222001066902,-0.16750028369588327
2012,6,1.7391649607394324,2.0738252420451855,16.5,Q2,Andong,0.8386265754120562,1.2827999353610804
2012,6,1.037282449458059,0.38072364818211113,16.0,Q4,Andong,2.724502285084999,-0.9290772360260069
2012,7,1.128933249780988,1.5659607608468713,51.5,Q2,Andong,0.7209205224085315,0.5697727004320854
2012,7,0.8049899258696485,1.3599373205984167,29.5,Q1,Andong,0.5919316380812512,0.090513094801082
2012,7,0.6654034278844443,0.8937310346577464,49.5,Q1,Andong,0.7445231306522325,-0.5197121689587227
2012,8,1.6895509809359663,1.5102650834930176,49.5,Q3,Andong,1.1187115423659846,0.9367479892803267
2012,8,0.5197378415854995,1.4315311803007986,68.5,Q1,Andong,0.3630642830121872,-0.29568611845334025
2012,8,0.6738571647248414,1.018072239705313,12.5,Q1,Andong,0.6618952353714047,-0.37682623430860485
2012,8,0.6286294422656717,1.0331212342322105,19.5,Q1,Andong,0.608475967230364,-0.43162877331619093
2012,9,1.7355523278189424,1.3658687321141751,47.0,Q3,Andong,1.2706582170107579,0.8631163672842841
2012,9,2.30144506344759,1.9102160089294153,40.0,Q3,Andong,1.2048088031350128,1.4807535434442713
2013,4,0.7404078227376126,0.9820779588825957,38.5,Q1,Andong,0.7539196008227754,-0.3186387186972474
2013,4,1.9003273461277652,1.7163099995259783,11.5,Q3,Andong,1.1072168469872052,1.182202795922791
2013,4,2.175782700228781,2.0175604357035306,16.0,Q3,Andong,1.0784225650569312,1.4792775384322887
2013,5,1.3796184741480495,1.0645850602147375,18.0,Q3,Andong,1.2959213178041091,0.3843921013560991
2013,5,1.8449214679611827,2.625917986333527,30.8,Q2,Andong,0.7025815267510235,1.5778672557849553
2013,5,1.213999547633017,1.0256547847394448,33.5,Q4,Andong,1.1836336803531988,0.21925154302731173
2013,6,3.864718895451507,6.055697998329132,44.0,Q2,Andong,0.6381954477448921,3.1528885953088746
2013,6,2.9009285415328434,2.5871163286572765,60.5,Q3,Andong,1.1212980682002949,2.015574741296364
2013,6,0.2105743729481528,0.918994400426924,39.0,Q1,Andong,0.22913564310112147,-1.642391622353238
2013,7,7.771806343277987,6.624016260209608,44.0,Q3,Andong,1.1732770630354792,3.9412044857951436
2013,7,1.2205060585525738,1.0590071386455935,19.0,Q3,Andong,1.1525003128057547,0.25659738235806656
2013,8,2.380342645030511,2.9099284457078887,50.0,Q3,Andong,0.8180072773065913,1.935372937598394
2013,9,2.575017555521938,2.910888801807833,36.9,Q3,Andong,0.8846155696235118,2.0143148164944957
2013,9,1.3551471287895926,3.070087739796347,13.0,Q1,Andong,0.4414033876697888,1.4256161714985285
2013,9,0.7124756781966213,0.7136097643201861,75.0,Q4,Andong,0.9984107754962613,-0.6764285179121985
2013,10,0.6352400802168098,0.9289440804734429,21.5,Q1,Andong,0.683830268763923,-0.5274590076888276
2013,10,1.2761703404488647,2.539383261601005,16.0,Q1,Andong,0.5025512925702589,1.1757849128163511
2014,4,0.7243374788463061,0.8878149989698401,12.5,Q1,Andong,0.8158653319517893,-0.44148975638657884
2014,4,1.6684569753464564,1.5131642953779938,28.0,Q3,Andong,1.1026277717778623,0.9261022505066674
2014,5,0.7557525278567219,0.9306585961717567,15.5,Q1,Andong,0.8120620504291186,-0.35190407603704754
2014,6,0.751936781266216,0.872384041061961,10.5,Q1,Andong,0.8619332150446912,-0.42162856399638593
2014,7,1.1104649056606903,1.8851341382719047,19.0,Q1,Andong,0.589064132422242,0.7387777408214564
2014,8,3.686169840519208,4.334255076745458,34.4,Q2,Andong,0.8504736743106293,2.771137691567302
2014,8,0.896735889666516,1.032873966543219,13.4,Q1,Andong,0.8681948802211324,-0.0766487221871311
2014,8,1.3276131642221183,2.2798811029949024,15.0,Q2,Andong,0.5823168420836228,1.1075060104164214
2014,8,1.9036184302326684,1.2921715660515083,68.9,Q4,Andong,1.473193250993411,0.9000806996019823
2014,8,6.827216554754401,5.950689872966458,27.0,Q3,Andong,1.147298330193603,3.7044242161448824
2014,8,0.6823992652198412,1.0869542177083453,41.0,Q1,Andong,0.6278086547734842,-0.2987608703354974
2014,8,1.0598953183830662,1.2745402865631952,39.5,Q1,Andong,0.8315902836159692,0.3007557010397514
2014,9,1.7963161659508393,1.0415586484655854,99.0,Q4,Andong,1.72464236036747,0.6264562850053617
2014,10,1.5514888024045712,1.1497600271444874,20.5,Q4,Andong,1.3494022802808743,0.5787682361614391
2014,10,1.1160371953362185,1.5458989815581263,10.0,Q2,Andong,0.7219341034893199,0.5453897987760565
2014,10,1.424917343168054,1.346244701783488,52.0,Q3,Andong,1.0584385894186559,0.651432821187769
2014,10,1.1480468835842372,1.9859041815644185,18.5,Q2,Andong,0.5780978227659757,0.8241364539352063
2014,10,1.1473123282406266,1.648174896826801,21.5,Q2,Andong,0.6961107892430133,0.6370906537744183
2015,4,0.6670899229022741,0.647385375869467,14.0,Q4,Andong,1.0304371210213747,-0.8396439519721233
2015,4,0.6922510593850629,1.437401166176507,11.5,Q1,Andong,0.4815990661997678,-0.004969849220301723
2015,5,2.161291782303955,2.823742120046471,14.0,Q2,Andong,0.7653998454605287,1.8087690884972818
2015,6,4.320227415222043,9.487777592544711,42.0,Q2,Andong,0.4553466154831436,3.7133124443429253
2015,6,2.747620120069349,1.8558371041267765,50.9,Q3,Andong,1.4805287134089182,1.6290709894495938
2015,7,2.739992617901259,2.1528025640973616,65.0,Q3,Andong,1.2727561103821416,1.7747257376818646
2015,7,0.4589121863818508,0.7914419922460083,12.5,Q1,Andong,0.5798431102695453,-1.0127950930252136
2015,8,0.9043095239200687,1.558208968893469,26.0,Q1,Andong,0.5803518924436983,0.34295348135377834
2015,10,0.4700639547496948,0.7431236490940701,14.0,Q1,Andong,0.6325514674748167,-1.0517793490102039
2015,10,1.6726146456311053,2.219567254914775,19.5,Q2,Andong,0.7535769154673931,1.3117003047977747
2016,4,1.5028756214009358,2.601709768779916,27.999999999999996,Q1,Andong,0.5776492210757683,1.3635491860656195
2016,4,1.503160152836667,1.627484394377821,11.700000000000003,Q3,Andong,0.9236095645705514,0.8946051668877644
2016,4,2.242740528955537,2.918421764340953,30.799999999999997,Q2,Andong,0.7684771804948486,1.8787415469857887
2016,4,1.0980921006390996,1.4262666564582902,22.400000000000002,Q3,Andong,0.7699065919173104,0.44863452055737474
2016,5,1.0651342794585332,1.5709738491760292,14.4,Q2,Andong,0.6780089178551207,0.5147965883737834
2016,5,0.7366225577979179,1.0532468394258705,12.399999999999999,Q1,Andong,0.6993826425336858,-0.253802030133501
2016,6,1.776610290144086,2.064624994600224,23.099999999999998,Q3,Andong,0.860500233597188,1.2996558266237055
2016,7,0.48858310178204617,1.1892760983746382,25.799999999999997,Q1,Andong,0.4108239478198408,-0.5429009044021177
2016,7,1.6158154922893422,2.2130644792042764,77.4,Q3,Andong,0.7301258085667348,1.274217975219946
2016,7,0.42052667562729223,0.3798972258456454,28.299999999999997,Q4,Andong,1.106948529806203,-1.8341018848472797
2016,7,0.4858740470662791,1.237997222619533,11.600000000000001,Q1,Andong,0.39246780056436376,-0.5083109202666122
2016,8,0.2876132414537263,0.7627000140929434,11.3,Q1,Andong,0.37709877558580646,-1.5170291043133355
2016,8,1.1845020279470235,1.5485459683489624,15.3,Q2,Andong,0.7649124095488897,0.606638862403291
2016,9,0.6198612241344019,1.2181879952984442,11.0,Q1,Andong,0.508838723191113,-0.2808951531253987
2016,9,1.1679418894905544,1.481681763553044,20.700000000000003,Q2,Andong,0.7882542110053731,0.5484209003903717
2016,9,3.363897353677746,2.60464093983295,83.4,Q3,Andong,1.291501374424949,2.1703950591779693
2016,10,1.4410325095600593,1.4711718616062865,32.9,Q3,Andong,0.9795133710528423,0.7514191451531423
2016,10,1.3156680581909457,0.91086630142725,25.499999999999996,Q4,Andong,1.4444140222658428,0.18098541294315756
2017,4,1.2506470345255223,1.0353687514832326,19.400000000000002,Q2,Andong,1.2079242615096213,0.25841868990208017
2017,4,0.9368621087316729,1.7054543226920547,22.4,Q1,Andong,0.5493328647189089,0.46861237008263645
2017,4,1.5473955636742118,1.4862409397490781,33.3,Q3,Andong,1.0411471803054075,0.8328233091309071
2017,6,2.2021926968584746,2.0562806758298655,11.4,Q3,Andong,1.0709591947946127,1.5103523981553444
2017,7,0.5661773869430088,1.163425243999058,57.9,Q1,Andong,0.486646984723212,-0.4174793946586275
2017,7,2.0368815895697807,2.813799200517251,45.39999999999999,Q2,Andong,0.7238901728294427,1.7459556045732403
2017,7,0.8278443316723487,2.442335606406219,90.10000000000001,Q1,Andong,0.33895600977233525,0.7040246497078139
